administration_of_mode,comments,organization_id,report_by_id,reported_value,rollup_mode_id,transit_metric_id,transit_mode_id,year
Purchased Transportation,,15,,620175,2,1,2,2014
Purchased Transportation,,15,,707748,2,2,2,2014
Purchased Transportation,,15,,8675205,2,3,2,2014
Purchased Transportation,,15,,10217788,2,4,2,2014
Purchased Transportation,,15,,1012715,2,5,2,2014
Purchased Transportation,,15,,559928,2,6,2,2014
Purchased Transportation,,15,,508393,2,7,2,2014
Purchased Transportation,,15,,642.2,2,8,2,2014
Purchased Transportation,,15,,61689953,2,9,2,2014
Purchased Transportation,,15,,957281,2,10,2,2014
Purchased Transportation,,15,,671393,2,1,2,2013
Purchased Transportation,,15,,761236,2,2,2,2013
Purchased Transportation,,15,,9676769,2,3,2,2013
Purchased Transportation,,15,,11289080,2,4,2,2013
Purchased Transportation,,15,,1103355,2,5,2,2013
Purchased Transportation,,15,,768075,2,6,2,2013
Purchased Transportation,,15,,378770,2,7,2,2013
Purchased Transportation,,15,,687.5,2,8,2,2013
Purchased Transportation,,15,,61423956,2,9,2,2013
Purchased Transportation,,15,,750659,2,10,2,2013
Purchased Transportation,,15,,705418,2,1,2,2011
Purchased Transportation,,15,,797082,2,2,2,2011
Purchased Transportation,,15,,10529918,2,3,2,2011
Purchased Transportation,,15,,12220894,2,4,2,2011
Purchased Transportation,,15,,1253731,2,5,2,2011
Purchased Transportation,,15,,1151078,2,6,2,2011
Purchased Transportation,,15,,43453,2,7,2,2011
Purchased Transportation,,15,,649.9,2,8,2,2011
Purchased Transportation,,15,,59085045,2,9,2,2011
Purchased Transportation,,15,,1176342,2,10,2,2011
Direct Operated,,15,,691108,2,1,2,2005
Direct Operated,,15,,788098,2,2,2,2005
Direct Operated,,15,,9750742,2,3,2,2005
Direct Operated,,15,,11292026,2,4,2,2005
Direct Operated,,15,,1831398,2,5,2,2005
Direct Operated,,15,,1149133,2,6,2,2005
Direct Operated,,15,,126038,2,7,2,2005
Direct Operated,,15,,664.3,2,8,2,2005
Direct Operated,,15,,47545869,2,9,2,2005
Direct Operated,,15,,675488,2,10,2,2005
Direct Operated,,15,,708970,2,1,2,2006
Direct Operated,,15,,802318,2,2,2,2006
Direct Operated,,15,,10022252,2,3,2,2006
Direct Operated,,15,,11370221,2,4,2,2006
Direct Operated,,15,,1892683,2,5,2,2006
Direct Operated,,15,,1118406,2,6,2,2006
Direct Operated,,15,,167064,2,7,2,2006
Direct Operated,,15,,647.3,2,8,2,2006
Direct Operated,,15,,47614367,2,9,2,2006
Direct Operated,,15,,506525,2,10,2,2006
Direct Operated,,15,,634886,2,1,2,2007
Direct Operated,,15,,720071,2,2,2,2007
Direct Operated,,15,,8887541,2,3,2,2007
Direct Operated,,15,,10267621,2,4,2,2007
Direct Operated,,15,,1139834,2,5,2,2007
Direct Operated,,15,,1081351,2,6,2,2007
Direct Operated,,15,,31979,2,7,2,2007
Direct Operated,,15,,620.4,2,8,2,2007
Direct Operated,,15,,48285384,2,9,2,2007
Direct Operated,,15,,758136,2,10,2,2007
Direct Operated,,15,,686189,2,1,2,2008
Direct Operated,,15,,783317,2,2,2,2008
Direct Operated,,15,,10067742,2,3,2,2008
Direct Operated,,15,,11651625,2,4,2,2008
Direct Operated,,15,,1145480,2,5,2,2008
Direct Operated,,15,,1140089,2,6,2,2008
Direct Operated,,15,,33759,2,7,2,2008
Direct Operated,,15,,680,2,8,2,2008
Direct Operated,,15,,52752281,2,9,2,2008
Direct Operated,,15,,831048,2,10,2,2008
Direct Operated,,15,,657222,2,1,2,2009
Direct Operated,,15,,742809,2,2,2,2009
Direct Operated,,15,,9974975,2,3,2,2009
Direct Operated,,15,,11469647,2,4,2,2009
Direct Operated,,15,,1142452,2,5,2,2009
Direct Operated,,15,,1109007,2,6,2,2009
Direct Operated,,15,,26466,2,7,2,2009
Direct Operated,,15,,650.7,2,8,2,2009
Direct Operated,,15,,51791811,2,9,2,2009
Direct Operated,,15,,850905,2,10,2,2009
Purchased Transportation,,15,,692447,2,1,2,2010
Purchased Transportation,,15,,787996,2,2,2,2010
Purchased Transportation,,15,,10292918,2,3,2,2010
Purchased Transportation,,15,,12003833,2,4,2,2010
Purchased Transportation,,15,,1257902,2,5,2,2010
Purchased Transportation,,15,,1167105,2,6,2,2010
Purchased Transportation,,15,,43646,2,7,2,2010
Purchased Transportation,,15,,684.5,2,8,2,2010
Purchased Transportation,,15,,56713747,2,9,2,2010
Purchased Transportation,,15,,631672,2,10,2,2010
Purchased Transportation,,15,,663829,2,1,2,2012
Purchased Transportation,,15,,753994,2,2,2,2012
Purchased Transportation,,15,,9758968,2,3,2,2012
Purchased Transportation,,15,,11413115,2,4,2,2012
Purchased Transportation,,15,,1119392,2,5,2,2012
Purchased Transportation,,15,,1028964,2,6,2,2012
Purchased Transportation,,15,,109412,2,7,2,2012
Purchased Transportation,,15,,686.5,2,8,2,2012
Purchased Transportation,,15,,60039963,2,9,2,2012
Purchased Transportation,,15,,1005687,2,10,2,2012
Purchased Transportation,,15,,669349,2,1,2,2018
Purchased Transportation,,15,,767474,2,2,2,2018
Purchased Transportation,,15,,8335875,2,3,2,2018
Purchased Transportation,,15,,9876720,2,4,2,2018
Purchased Transportation,,15,,883312,2,5,2,2018
Purchased Transportation,,15,,394254,2,6,2,2018
Purchased Transportation,,15,,345697,2,2,2,2018
Purchased Transportation,,15,,477232,2,7,2,2018
Purchased Transportation,,15,,624,2,8,2,2018
Purchased Transportation,,15,,68155902,2,9,2,2018
Purchased Transportation,,15,,913277,2,10,2,2018
Direct Operated,,14,,5063,2,1,2,2017
Direct Operated,,14,,5674,2,2,2,2017
Direct Operated,,14,,55009,2,3,2,2017
Direct Operated,,14,,65129,2,4,2,2017
Direct Operated,,14,,11097,2,5,2,2017
Direct Operated,,14,,3331,2,6,2,2017
Direct Operated,,14,,2295,2,7,2,2017
Direct Operated,,14,,1.88,2,8,2,2017
Direct Operated,,14,,788858,2,9,2,2017
Direct Operated,,14,,10178,2,10,2,2017
Direct Operated,,14,,5220,2,1,2,2016
Direct Operated,,14,,5658,2,2,2,2016
Direct Operated,,14,,54428,2,3,2,2016
Direct Operated,,14,,71610,2,4,2,2016
Direct Operated,,14,,12134,2,5,2,2016
Direct Operated,,14,,3321,2,6,2,2016
Direct Operated,,14,,2648,2,7,2,2016
Direct Operated,,14,,2.7,2,8,2,2016
Direct Operated,,14,,762160,2,9,2,2016
Direct Operated,,14,,10964,2,10,2,2016
Direct Operated,,14,,4674,2,1,2,2015
Direct Operated,,14,,5630,2,2,2,2015
Direct Operated,,14,,49624,2,3,2,2015
Direct Operated,,14,,65532,2,4,2,2015
Direct Operated,,14,,12154,2,5,2,2015
Direct Operated,,14,,3580,2,6,2,2015
Direct Operated,,14,,2360,2,7,2,2015
Direct Operated,,14,,3.58,2,8,2,2015
Direct Operated,,14,,722402,2,9,2,2015
Direct Operated,,14,,10219,2,10,2,2015
Direct Operated,,14,,5312,2,1,2,2014
Direct Operated,,14,,6351,2,2,2,2014
Direct Operated,,14,,60371,2,3,2,2014
Direct Operated,,14,,74441,2,4,2,2014
Direct Operated,,14,,14349,2,5,2,2014
Direct Operated,,14,,4093,2,6,2,2014
Direct Operated,,14,,2476,2,7,2,2014
Direct Operated,,14,,3,2,8,2,2014
Direct Operated,,14,,750363,2,9,2,2014
Direct Operated,,14,,12561,2,10,2,2014
Direct Operated,,14,,6017,2,1,2,2013
Direct Operated,,14,,6980,2,2,2,2013
Direct Operated,,14,,73604,2,3,2,2013
Direct Operated,,14,,85900,2,4,2,2013
Direct Operated,,14,,16428,2,5,2,2013
Direct Operated,,14,,4828,2,6,2,2013
Direct Operated,,14,,2894,2,7,2,2013
Direct Operated,,14,,3.7,2,8,2,2013
Direct Operated,,14,,809921,2,9,2,2013
Direct Operated,,14,,12910,2,10,2,2013
Direct Operated,,14,,6726,2,1,2,2012
Direct Operated,,14,,6861,2,2,2,2012
Direct Operated,,14,,79331,2,3,2,2012
Direct Operated,,14,,100828,2,4,2,2012
Direct Operated,,14,,17521,2,5,2,2012
Direct Operated,,14,,7059,2,6,2,2012
Direct Operated,,14,,2196,2,7,2,2012
Direct Operated,,14,,3,2,8,2,2012
Direct Operated,,14,,880373,2,9,2,2012
Direct Operated,,14,,14183,2,10,2,2012
Direct Operated,,14,,6446,2,1,2,2011
Direct Operated,,14,,7769,2,2,2,2011
Direct Operated,,14,,76097,2,3,2,2011
Direct Operated,,14,,85227,2,4,2,2011
Direct Operated,,14,,17522,2,5,2,2011
Direct Operated,,14,,6116,2,6,2,2011
Direct Operated,,14,,2810,2,7,2,2011
Direct Operated,,14,,3.28,2,8,2,2011
Direct Operated,,14,,794883,2,9,2,2011
Direct Operated,,14,,12819,2,10,2,2011
Direct Operated,,14,,10049,2,1,2,2005
Direct Operated,,14,,11875,2,2,2,2005
Direct Operated,,14,,148157,2,3,2,2005
Direct Operated,,14,,164497,2,4,2,2005
Direct Operated,,14,,26703,2,5,2,2005
Direct Operated,,14,,14574,2,6,2,2005
Direct Operated,,14,,845,2,7,2,2005
Direct Operated,,14,,9.2,2,8,2,2005
Direct Operated,,14,,990235,2,9,2,2005
Direct Operated,,14,,12768,2,10,2,2005
Direct Operated,,14,,10009,2,1,2,2006
Direct Operated,,14,,11510,2,2,2,2006
Direct Operated,,14,,139748,2,3,2,2006
Direct Operated,,14,,152325,2,4,2,2006
Direct Operated,,14,,24196,2,5,2,2006
Direct Operated,,14,,11161,2,6,2,2006
Direct Operated,,14,,1240,2,7,2,2006
Direct Operated,,14,,9,2,8,2,2006
Direct Operated,,14,,1050646,2,9,2,2006
Direct Operated,,14,,16832,2,10,2,2006
Direct Operated,,14,,8822,2,1,2,2007
Direct Operated,,14,,9551,2,2,2,2007
Direct Operated,,14,,100983,2,3,2,2007
Direct Operated,,14,,110794,2,4,2,2007
Direct Operated,,14,,22186,2,5,2,2007
Direct Operated,,14,,8227,2,6,2,2007
Direct Operated,,14,,2963,2,7,2,2007
Direct Operated,,14,,11.6,2,8,2,2007
Direct Operated,,14,,823186,2,9,2,2007
Direct Operated,,14,,72043,2,10,2,2007
Direct Operated,,14,,7774,2,1,2,2008
Direct Operated,,14,,9113,2,2,2,2008
Direct Operated,,14,,84132,2,3,2,2008
Direct Operated,,14,,98998,2,4,2,2008
Direct Operated,,14,,20914,2,5,2,2008
Direct Operated,,14,,6795,2,6,2,2008
Direct Operated,,14,,2371,2,7,2,2008
Direct Operated,,14,,8.9,2,8,2,2008
Direct Operated,,14,,737282,2,9,2,2008
Direct Operated,,14,,83925,2,10,2,2008
Direct Operated,,14,,7105,2,1,2,2009
Direct Operated,,14,,9600,2,2,2,2009
Direct Operated,,14,,81658,2,3,2,2009
Direct Operated,,14,,110392,2,4,2,2009
Direct Operated,,14,,17876,2,5,2,2009
Direct Operated,,14,,6590,2,6,2,2009
Direct Operated,,14,,2638,2,7,2,2009
Direct Operated,,14,,8.4,2,8,2,2009
Direct Operated,,14,,685588,2,9,2,2009
Direct Operated,,14,,54517,2,10,2,2009
Direct Operated,,14,,7031,2,1,2,2010
Direct Operated,,14,,8235,2,2,2,2010
Direct Operated,,14,,84640,2,3,2,2010
Direct Operated,,14,,110127,2,4,2,2010
Direct Operated,,14,,17428,2,5,2,2010
Direct Operated,,14,,5526,2,6,2,2010
Direct Operated,,14,,3548,2,7,2,2010
Direct Operated,,14,,3.54,2,8,2,2010
Direct Operated,,14,,776695,2,9,2,2010
Direct Operated,,14,,10917,2,10,2,2010
Direct Operated,,14,,5194,2,1,2,2018
Direct Operated,,14,,5763,2,2,2,2018
Direct Operated,,14,,53979,2,3,2,2018
Direct Operated,,14,,65848,2,4,2,2018
Direct Operated,,14,,11464,2,5,2,2018
Direct Operated,,14,,3796,2,6,2,2018
Direct Operated,,14,,2191,2,7,2,2018
Direct Operated,,14,,2,2,8,2,2018
Direct Operated,,14,,730730,2,9,2,2018
Direct Operated,,14,,10136,2,10,2,2018
Direct Operated,,13,,26571,2,1,2,2017
Direct Operated,,13,,31201,2,2,2,2017
Direct Operated,,13,,362720,2,3,2,2017
Direct Operated,,13,,446441,2,4,2,2017
Direct Operated,,13,,58399,2,5,2,2017
Direct Operated,,13,,7962,2,6,2,2017
Direct Operated,,13,,39056,2,7,2,2017
Direct Operated,,13,,41,2,8,2,2017
Direct Operated,,13,,3137072,2,9,2,2017
Direct Operated,,13,,30278,2,1,2,2016
Direct Operated,,13,,31362,2,2,2,2016
Direct Operated,,13,,339163,2,3,2,2016
Direct Operated,,13,,413168,2,4,2,2016
Direct Operated,,13,,63145,2,5,2,2016
Direct Operated,,13,,7619,2,6,2,2016
Direct Operated,,13,,35941,2,7,2,2016
Direct Operated,,13,,40,2,8,2,2016
Direct Operated,,13,,2686709,2,9,2,2016
Direct Operated,,13,,28325,2,1,2,2015
Direct Operated,,13,,30696,2,2,2,2015
Direct Operated,,13,,333284,2,3,2,2015
Direct Operated,,13,,407084,2,4,2,2015
Direct Operated,,13,,57190,2,5,2,2015
Direct Operated,,13,,8885,2,6,2,2015
Direct Operated,,13,,35342,2,7,2,2015
Direct Operated,,13,,41,2,8,2,2015
Direct Operated,,13,,2896498,2,9,2,2015
Direct Operated,,13,,28617,2,1,2,2014
Direct Operated,,13,,30791,2,2,2,2014
Direct Operated,,13,,363146,2,3,2,2014
Direct Operated,,13,,450108,2,4,2,2014
Direct Operated,,13,,61514,2,5,2,2014
Direct Operated,,13,,9589,2,6,2,2014
Direct Operated,,13,,39327,2,7,2,2014
Direct Operated,,13,,29,2,8,2,2014
Direct Operated,,13,,2934958,2,9,2,2014
Direct Operated,,13,,30149,2,1,2,2013
Direct Operated,,13,,32260,2,2,2,2013
Direct Operated,,13,,391338,2,3,2,2013
Direct Operated,,13,,482981,2,4,2,2013
Direct Operated,,13,,61433,2,5,2,2013
Direct Operated,,13,,19763,2,6,2,2013
Direct Operated,,13,,40626,2,7,2,2013
Direct Operated,,13,,44,2,8,2,2013
Direct Operated,,13,,4393644,2,9,2,2013
Direct Operated,,13,,28305,2,1,2,2012
Direct Operated,,13,,30418,2,2,2,2012
Direct Operated,,13,,374697,2,3,2,2012
Direct Operated,,13,,459279,2,4,2,2012
Direct Operated,,13,,59047,2,5,2,2012
Direct Operated,,13,,19762,2,6,2,2012
Direct Operated,,13,,23253,2,7,2,2012
Direct Operated,,13,,44,2,8,2,2012
Direct Operated,,13,,3508597,2,9,2,2012
Direct Operated,,13,,24902,2,1,2,2011
Direct Operated,,13,,26925,2,2,2,2011
Direct Operated,,13,,345038,2,3,2,2011
Direct Operated,,13,,430936,2,4,2,2011
Direct Operated,,13,,53878,2,5,2,2011
Direct Operated,,13,,17440,2,6,2,2011
Direct Operated,,13,,19623,2,7,2,2011
Direct Operated,,13,,39,2,8,2,2011
Direct Operated,,13,,3015788,2,9,2,2011
Direct Operated,,13,,7815,2,1,2,2005
Direct Operated,,13,,8613,2,2,2,2005
Direct Operated,,13,,108440,2,3,2,2005
Direct Operated,,13,,141375,2,4,2,2005
Direct Operated,,13,,30003,2,5,2,2005
Direct Operated,,13,,8854,2,6,2,2005
Direct Operated,,13,,99,2,7,2,2005
Direct Operated,,13,,15,2,8,2,2005
Direct Operated,,13,,291844,2,9,2,2005
Direct Operated,,13,,12416,2,1,2,2006
Direct Operated,,13,,13383,2,2,2,2006
Direct Operated,,13,,154293,2,3,2,2006
Direct Operated,,13,,192984,2,4,2,2006
Direct Operated,,13,,30997,2,5,2,2006
Direct Operated,,13,,13442,2,6,2,2006
Direct Operated,,13,,89,2,7,2,2006
Direct Operated,,13,,12,2,8,2,2006
Direct Operated,,13,,390720,2,9,2,2006
Direct Operated,,13,,14692,2,1,2,2007
Direct Operated,,13,,16020,2,2,2,2007
Direct Operated,,13,,218224,2,3,2,2007
Direct Operated,,13,,271354,2,4,2,2007
Direct Operated,,13,,35423,2,5,2,2007
Direct Operated,,13,,20614,2,6,2,2007
Direct Operated,,13,,141,2,7,2,2007
Direct Operated,,13,,14,2,8,2,2007
Direct Operated,,13,,481799,2,9,2,2007
Direct Operated,,13,,17717,2,1,2,2008
Direct Operated,,13,,19280,2,2,2,2008
Direct Operated,,13,,239233,2,3,2,2008
Direct Operated,,13,,301745,2,4,2,2008
Direct Operated,,13,,41036,2,5,2,2008
Direct Operated,,13,,23572,2,6,2,2008
Direct Operated,,13,,575,2,7,2,2008
Direct Operated,,13,,9,2,8,2,2008
Direct Operated,,13,,769154,2,9,2,2008
Direct Operated,,13,,18464,2,1,2,2009
Direct Operated,,13,,20113,2,2,2,2009
Direct Operated,,13,,249171,2,3,2,2009
Direct Operated,,13,,315138,2,4,2,2009
Direct Operated,,13,,43883,2,5,2,2009
Direct Operated,,13,,14010,2,6,2,2009
Direct Operated,,13,,14007,2,7,2,2009
Direct Operated,,13,,9,2,8,2,2009
Direct Operated,,13,,826879,2,9,2,2009
Direct Operated,,13,,20274,2,1,2,2010
Direct Operated,,13,,22018,2,2,2,2010
Direct Operated,,13,,281710,2,3,2,2010
Direct Operated,,13,,354085,2,4,2,2010
Direct Operated,,13,,45132,2,5,2,2010
Direct Operated,,13,,12553,2,6,2,2010
Direct Operated,,13,,17701,2,7,2,2010
Direct Operated,,13,,11,2,8,2,2010
Direct Operated,,13,,914881,2,9,2,2010
Direct Operated,,13,,25202,2,1,2,2018
Direct Operated,,13,,30440,2,2,2,2018
Direct Operated,,13,,366388,2,3,2,2018
Direct Operated,,13,,455402,2,4,2,2018
Direct Operated,,13,,62142,2,5,2,2018
Direct Operated,,13,,7260,2,6,2,2018
Direct Operated,,13,,36871,2,7,2,2018
Direct Operated,,13,,41,2,8,2,2018
Direct Operated,,13,,3356060,2,9,2,2018
Direct Operated,,12,,76921,2,1,2,2017
Direct Operated,,12,,84498,2,2,2,2017
Direct Operated,,12,,963497,2,3,2,2017
Direct Operated,,12,,1077154,2,4,2,2017
Direct Operated,,12,,175596,2,5,2,2017
Direct Operated,,12,,107765,2,6,2,2017
Direct Operated,,12,,5191,2,7,2,2017
Direct Operated,,12,,87.8,2,8,2,2017
Direct Operated,,12,,9717186,2,9,2,2017
Direct Operated,,12,,273955,2,10,2,2017
Direct Operated,,12,,74601,2,1,2,2016
Direct Operated,,12,,81029,2,2,2,2016
Direct Operated,,12,,956980,2,3,2,2016
Direct Operated,,12,,1057514,2,4,2,2016
Direct Operated,,12,,172852,2,5,2,2016
Direct Operated,,12,,103377,2,6,2,2016
Direct Operated,,12,,5157,2,7,2,2016
Direct Operated,,12,,84.2,2,8,2,2016
Direct Operated,,12,,8619392,2,9,2,2016
Direct Operated,,12,,285297,2,10,2,2016
Direct Operated,,12,,71067,2,1,2,2015
Direct Operated,,12,,77584,2,2,2,2015
Direct Operated,,12,,938704,2,3,2,2015
Direct Operated,,12,,1043655,2,4,2,2015
Direct Operated,,12,,166062,2,5,2,2015
Direct Operated,,12,,101151,2,6,2,2015
Direct Operated,,12,,3850,2,7,2,2015
Direct Operated,,12,,81.1,2,8,2,2015
Direct Operated,,12,,8046868,2,9,2,2015
Direct Operated,,12,,284661,2,10,2,2015
Direct Operated,,12,,69268,2,1,2,2014
Direct Operated,,12,,74990,2,2,2,2014
Direct Operated,,12,,889045,2,3,2,2014
Direct Operated,,12,,982062,2,4,2,2014
Direct Operated,,12,,160046,2,5,2,2014
Direct Operated,,12,,96375,2,6,2,2014
Direct Operated,,12,,4852,2,7,2,2014
Direct Operated,,12,,78.1,2,8,2,2014
Direct Operated,,12,,7777832,2,9,2,2014
Direct Operated,,12,,236646,2,10,2,2014
Direct Operated,,12,,66305,2,1,2,2013
Direct Operated,,12,,70903,2,2,2,2013
Direct Operated,,12,,841607,2,3,2,2013
Direct Operated,,12,,926226,2,4,2,2013
Direct Operated,,12,,156477,2,5,2,2013
Direct Operated,,12,,93706,2,6,2,2013
Direct Operated,,12,,196,2,7,2,2013
Direct Operated,,12,,76.7,2,8,2,2013
Direct Operated,,12,,7234090,2,9,2,2013
Direct Operated,,12,,210126,2,10,2,2013
Direct Operated,,12,,64507,2,1,2,2012
Direct Operated,,12,,69142,2,2,2,2012
Direct Operated,,12,,834826,2,3,2,2012
Direct Operated,,12,,919193,2,4,2,2012
Direct Operated,,12,,150374,2,5,2,2012
Direct Operated,,12,,92855,2,6,2,2012
Direct Operated,,12,,5146,2,7,2,2012
Direct Operated,,12,,74.4,2,8,2,2012
Direct Operated,,12,,7124658,2,9,2,2012
Direct Operated,,12,,197789,2,10,2,2012
Direct Operated,,12,,66284,2,1,2,2011
Direct Operated,,12,,71003,2,2,2,2011
Direct Operated,,12,,809254,2,3,2,2011
Direct Operated,,12,,904924,2,4,2,2011
Direct Operated,,12,,149079,2,5,2,2011
Direct Operated,,12,,99257,2,6,2,2011
Direct Operated,,12,,3999,2,7,2,2011
Direct Operated,,12,,71,2,8,2,2011
Direct Operated,,12,,6581627,2,9,2,2011
Direct Operated,,12,,187415,2,10,2,2011
Direct Operated,,12,,47922,2,1,2,2005
Direct Operated,,12,,57857,2,2,2,2005
Direct Operated,,12,,612730,2,3,2,2005
Direct Operated,,12,,751649,2,4,2,2005
Direct Operated,,12,,117621,2,5,2,2005
Direct Operated,,12,,78648,2,6,2,2005
Direct Operated,,12,,4850,2,7,2,2005
Direct Operated,,12,,60,2,8,2,2005
Direct Operated,,12,,4284505,2,9,2,2005
Direct Operated,,12,,58810,2,10,2,2005
Direct Operated,,12,,53954,2,1,2,2006
Direct Operated,,12,,65139,2,2,2,2006
Direct Operated,,12,,658748,2,3,2,2006
Direct Operated,,12,,721798,2,4,2,2006
Direct Operated,,12,,135704,2,5,2,2006
Direct Operated,,12,,83000,2,6,2,2006
Direct Operated,,12,,4100,2,7,2,2006
Direct Operated,,12,,65,2,8,2,2006
Direct Operated,,12,,4349834,2,9,2,2006
Direct Operated,,12,,103356,2,10,2,2006
Direct Operated,,12,,58936,2,1,2,2007
Direct Operated,,12,,64251,2,2,2,2007
Direct Operated,,12,,753023,2,3,2,2007
Direct Operated,,12,,823866,2,4,2,2007
Direct Operated,,12,,139838,2,5,2,2007
Direct Operated,,12,,90498,2,6,2,2007
Direct Operated,,12,,913,2,7,2,2007
Direct Operated,,12,,70,2,8,2,2007
Direct Operated,,12,,4714233,2,9,2,2007
Direct Operated,,12,,113448,2,10,2,2007
Direct Operated,,12,,59325,2,1,2,2008
Direct Operated,,12,,63021,2,2,2,2008
Direct Operated,,12,,768350,2,3,2,2008
Direct Operated,,12,,841594,2,4,2,2008
Direct Operated,,12,,130849,2,5,2,2008
Direct Operated,,12,,96555,2,6,2,2008
Direct Operated,,12,,3504,2,7,2,2008
Direct Operated,,12,,70,2,8,2,2008
Direct Operated,,12,,5134911,2,9,2,2008
Direct Operated,,12,,124936,2,10,2,2008
Direct Operated,,12,,65499,2,1,2,2009
Direct Operated,,12,,69549,2,2,2,2009
Direct Operated,,12,,828249,2,3,2,2009
Direct Operated,,12,,906832,2,4,2,2009
Direct Operated,,12,,148312,2,5,2,2009
Direct Operated,,12,,100385,2,6,2,2009
Direct Operated,,12,,3541,2,7,2,2009
Direct Operated,,12,,71,2,8,2,2009
Direct Operated,,12,,5759806,2,9,2,2009
Direct Operated,,12,,149423,2,10,2,2009
Direct Operated,,12,,66380,2,1,2,2010
Direct Operated,,12,,70351,2,2,2,2010
Direct Operated,,12,,841921,2,3,2,2010
Direct Operated,,12,,921565,2,4,2,2010
Direct Operated,,12,,152977,2,5,2,2010
Direct Operated,,12,,101762,2,6,2,2010
Direct Operated,,12,,3694,2,7,2,2010
Direct Operated,,12,,72,2,8,2,2010
Direct Operated,,12,,5830989,2,9,2,2010
Direct Operated,,12,,160737,2,10,2,2010
Direct Operated,,12,,79644,2,1,2,2018
Direct Operated,,12,,86975,2,2,2,2018
Direct Operated,,12,,989537,2,3,2,2018
Direct Operated,,12,,1087882,2,4,2,2018
Direct Operated,,12,,190907,2,5,2,2018
Direct Operated,,12,,129038,2,6,2,2018
Direct Operated,,12,,18367,2,2,2,2018
Direct Operated,,12,,4692,2,7,2,2018
Direct Operated,,12,,86.63,2,8,2,2018
Direct Operated,,12,,10158672,2,9,2,2018
Direct Operated,,12,,176947,2,10,2,2018
Direct Operated,,11,,26810,2,1,2,2017
Direct Operated,,11,,26810,2,2,2,2017
Direct Operated,,11,,349795,2,3,2,2017
Direct Operated,,11,,349795,2,4,2,2017
Direct Operated,,11,,67076,2,5,2,2017
Direct Operated,,11,,14803,2,6,2,2017
Direct Operated,,11,,31253,2,7,2,2017
Direct Operated,,11,,27,2,8,2,2017
Direct Operated,,11,,2549731,2,9,2,2017
Direct Operated,,11,,155749,2,10,2,2017
Direct Operated,,11,,25687,2,1,2,2016
Direct Operated,,11,,25687,2,2,2,2016
Direct Operated,,11,,337261,2,3,2,2016
Direct Operated,,11,,337261,2,4,2,2016
Direct Operated,,11,,60851,2,5,2,2016
Direct Operated,,11,,15824,2,6,2,2016
Direct Operated,,11,,27911,2,7,2,2016
Direct Operated,,11,,23,2,8,2,2016
Direct Operated,,11,,2342857,2,9,2,2016
Direct Operated,,11,,214621,2,10,2,2016
Direct Operated,,11,,25092,2,1,2,2015
Direct Operated,,11,,25092,2,2,2,2015
Direct Operated,,11,,339806,2,3,2,2015
Direct Operated,,11,,339806,2,4,2,2015
Direct Operated,,11,,68393,2,5,2,2015
Direct Operated,,11,,12243,2,6,2,2015
Direct Operated,,11,,27912,2,7,2,2015
Direct Operated,,11,,20,2,8,2,2015
Direct Operated,,11,,2280945,2,9,2,2015
Direct Operated,,11,,203434,2,10,2,2015
Direct Operated,,11,,24990,2,1,2,2014
Direct Operated,,11,,24990,2,2,2,2014
Direct Operated,,11,,365068,2,3,2,2014
Direct Operated,,11,,365068,2,4,2,2014
Direct Operated,,11,,70015,2,5,2,2014
Direct Operated,,11,,18345,2,6,2,2014
Direct Operated,,11,,23263,2,7,2,2014
Direct Operated,,11,,13,2,8,2,2014
Direct Operated,,11,,1568323,2,9,2,2014
Direct Operated,,11,,199727,2,10,2,2014
Direct Operated,,11,,27754,2,1,2,2013
Direct Operated,,11,,27754,2,2,2,2013
Direct Operated,,11,,426454,2,3,2,2013
Direct Operated,,11,,426454,2,4,2,2013
Direct Operated,,11,,86323,2,5,2,2013
Direct Operated,,11,,21819,2,6,2,2013
Direct Operated,,11,,23612,2,7,2,2013
Direct Operated,,11,,15,2,8,2,2013
Direct Operated,,11,,2371084,2,9,2,2013
Direct Operated,,11,,86323,2,10,2,2013
Direct Operated,,11,,29130,2,1,2,2012
Direct Operated,,11,,29130,2,2,2,2012
Direct Operated,,11,,464639,2,3,2,2012
Direct Operated,,11,,464639,2,4,2,2012
Direct Operated,,11,,103491,2,5,2,2012
Direct Operated,,11,,42779,2,6,2,2012
Direct Operated,,11,,12993,2,7,2,2012
Direct Operated,,11,,16,2,8,2,2012
Direct Operated,,11,,3149699,2,9,2,2012
Direct Operated,,11,,103515,2,10,2,2012
Direct Operated,,11,,27386,2,1,2,2011
Direct Operated,,11,,27368,2,2,2,2011
Direct Operated,,11,,451980,2,3,2,2011
Direct Operated,,11,,451980,2,4,2,2011
Direct Operated,,11,,106491,2,5,2,2011
Direct Operated,,11,,45407,2,6,2,2011
Direct Operated,,11,,10878,2,7,2,2011
Direct Operated,,11,,15,2,8,2,2011
Direct Operated,,11,,2229690,2,9,2,2011
Direct Operated,,11,,106491,2,10,2,2011
Direct Operated,,11,,37716,2,1,2,2005
Direct Operated,,11,,37716,2,2,2,2005
Direct Operated,,11,,471568,2,3,2,2005
Direct Operated,,11,,471568,2,4,2,2005
Direct Operated,,11,,138275,2,5,2,2005
Direct Operated,,11,,45457,2,6,2,2005
Direct Operated,,11,,3315,2,7,2,2005
Direct Operated,,11,,41,2,8,2,2005
Direct Operated,,11,,2402390,2,9,2,2005
